MEMBER,,TYPE,TEXT,規格書
ARP086R,已下載,RPG,承購發票沖銷檔傳輸作業   台北抓廠區,Y
ARP086RA,已下載,RPG,承購發票沖銷檔傳輸作業   廠區及台北,Y
ARP087R,已下載,RPG,承購發票沖銷下載作業   2010AR517  990831,Y
ARP087RA,已下載,RPG,承購發票沖銷下載還原作業   2010AR517 990831,Y
ARP088R,已下載,RPG,承購發票客戶及訂單別彙總作業    NEW 2010AR517,Y
ARP088R1,已下載,RPG,承購發票客戶及訂單別彙總作業  ( 清除客戶彙總 ),Y
ARP090R,已下載,RPG,現金流入預估處理 ( 含人工調整 )  2010AR517 990831,Y
ARP090R1,已下載,RPG,發票繳款紀錄檔處理 (ARINRV)    FROM INVMST,Y
ARP090R2A,已下載,RPG,統計調整數處理 (ARP090F)   客戶別,Y
ARP090R2B,已下載,RPG,統計調整數處理 (ARP090F)   業務別,Y
ARP090R3A,已下載,RPG,兌現預估明細處理 (TRNDTL -> ARP090X),Y
ARP090R3B,已下載,RPG,兌現預估明細處理 (INVMST -> ARP090X),Y
ARP090R4A,已下載,RPG,過入彙總檔 (ACACHS)   依調整計算出調整兌現日,Y
ARP090R4B,已下載,RPG,過入彙總檔 (ACACHS)   2010AR517 990831,Y
ARP091R1,已下載,RPG,信用狀記錄寫至 (ARLCBL FOR SQL),Y
ARP091R2,已下載,RPG,信用狀記錄寫至 (ARLCBL FOR SQL)  2010AR517    .,Y
ARP092R,已下載,RPG,作廢發票辦理專案退稅 -> 台北抓廠區,Y
ARP092R2,已下載,RPG,作廢發票辦理專案退稅 -> 清傳輸碼,Y
ARP093R,已下載,RPG,轉暫收手切傳票傳輸,Y
ARP095R,已下載,RPG,應收帳款承購發票自動結案 ( 人工票據兌現 )  AR517,Y
ARP095R1,已下載,RPG,應收帳款承購發票自動結案 ( 匯票 ) 2012AR682,Y
ARP096RA,已下載,RPG,反傾銷 - 磅單銷貨對照檔處理,Y
ARP096RC,已下載,RPG,反傾銷 - 發票繳款對照檔處理,Y
ARP096RD,已下載,RPG,反傾銷 - 內銷資料處理,Y
ARP096RE,已下載,RPG,反傾銷 - 外銷資料處理,Y
ARP096R2,已下載,RPG,"反傾銷磅單 , 發票與類別對照檔處理",Y
ARP096R3,已下載,RPG,反傾銷 WORK FILE 處理,Y
ARP096R4,已下載,RPG,反傾銷內銷正式檔案處理,Y
ARP096R5,已下載,RPG,反傾銷外銷正式檔案處理,Y
ARP097R,已下載,RPG,訂單國別對照檔處理,Y
ARP099R,已下載,RPG,磅單與運費調整對照檔傳輸作業   台北抓廠區,Y
ARP099RA,已下載,RPG,磅單與運費調整對照檔傳輸作業   廠區及台北,Y
ARP100R,已下載,RPG,補運費發票開立檢核──ｔｅｓｔ,Y
ARP101R,已下載,RPG,銷貨利息計算,Y
ARP101R1,已下載,RPG,銷貨利息計算─計算繳款書加權兌現日,Y
ARP101R2,已下載,RPG,銷貨利息計算─計算發票加權兌現日  2010AR517,Y
ARP101R3,已下載,RPG,銷貨利息計算─先前處理    2010AR517 990830,Y
ARP101R4,已下載,RPG,銷貨利息計算─刪除資料,Y
ARP101R5,已下載,RPG,銷貨利息計算─利息計算,Y
ARP102R,已下載,RPG,進倉履約折扣紀錄傳輸作業   台北抓廠區,Y
ARP102RA,已下載,RPG,進倉履約折扣紀錄傳輸作業   廠區 ONLY,Y
ARP103R,已下載,RPG,折扣代開  1081226 S00WCJ,Y
ARP103R1,已下載,RPG,折扣代開 ( 先前處理）,Y
ARP104R,已下載,RPG,修正 TRNDTL 銷貨類 (SA04) 項次,Y
ARP105R,已下載,RPG,修正 INVDTL 稅額＝５，類別碼＜＞Ｚ的訂單編號,Y
ARP106R,已下載,RPG,折讓代開傳票還原處理（刪除傳票檔資料）,Y
ARP107R,已下載,RPG,抓取發票檔裡承購客戶的發票  2010AR517 990831,Y
ARP108R,已下載,RPG,應收帳款承購 (e-factoring) 折讓金額確認處理 AR953,Y
ARP109R1,已下載,RPG,電子商務 -- 發票資料下載處理     正式,Y
ARP109R2,已下載,RPG,電子商務 -- 出貨資料下載處理,Y
ARP109R3,已下載,RPG,電子商務 -- 發票作廢下載處理,Y
ARP109R4,已下載,RPG,電子商務 -- TNDLOG 資料移除作業,Y
ARP109R5,已下載,RPG,電子商務 -- INMLOG 資料移除作業,Y
ARP109R6,已下載,RPG,電子商務 -- 下載序號同步處理,Y
ARP109R7,已下載,RPG,電子商務 -- INDLOG 資料移除作業,Y
ARP109R8,已下載,RPG,電子商務 -- 折讓銷退下載處理 1081106 S00WCJ,Y
ARP109R9,已下載,RPG,電子商務 -- DISLOG 資料移除作業,Y
ARP110R,已下載,RPG,電子商務 -- 發票與銷貨資料重新下載處理（銷貨）,Y
ARP110RA,已下載,RPG,電子商務 -- 銷退與銷折資料重新下載處理 2018AR1145,Y
ARP110RS,已下載,RPG,電子商務 -- 發票與銷貨資料重新下載處理（畫面）,Y
ARP110RS1,已下載,RPG,電子商務 -- 銷退與銷折資料重新下載處理（畫面）,Y
ARP110R1,已下載,RPG,電子商務 -- 發票與銷貨資料重新下載處理（發主檔）,Y
ARP110R2,已下載,RPG,電子商務 -- 發票與銷貨資料重新下載處理（發明細）,Y
ARP111RA,已下載,RPG,客戶暫收統計檔彙總上傳台北─廠區異動 (AR2159D),Y
ARP111RB,已下載,RPG,客戶暫收統計檔彙總上傳台北－抓廠區 (AR2159D),Y
ARP111RC,已下載,RPG,客戶暫收統計檔彙總上傳台北－沖銷 (AR2159D)10AR434,Y
ARP112RA,已下載,RPG,營業退款檔傳輸作業－廠區異動 -- 上傳Ｐ,Y
ARP112RB,已下載,RPG,營業退款檔傳輸作業－抓廠區 -- 上傳Ｐ,Y
ARP112RF,已下載,RPG,營業退款檔製票資料傳輸作業 -- 下傳廠區,Y
ARP112RFA,已下載,RPG,營業退款檔製票資料傳輸作業 -- 下傳廠區,Y
ARP113RA,已下載,RPG,發票作廢記錄主檔傳輸作業－上送台北,Y
ARP113RB,已下載,RPG,發票作廢記錄主檔傳輸作業－上送台北,Y
ARP113R1,已下載,RPG,發票作廢記錄主檔傳輸作業－下傳廠區,Y
ARP113R2,已下載,RPG,發票作廢記錄主檔傳輸作業－下傳廠區,Y
ARP114RA,已下載,RPG,發票作廢記錄明細檔傳輸作業－廠區及台北,Y
ARP114RB,已下載,RPG,發票作廢記錄明細檔傳輸作業－抓廠區資料,Y
ARP114R1,已下載,RPG,發票作廢記錄明細檔傳輸作業－下傳廠區,Y
ARP114R2,已下載,RPG,發票作廢記錄明細檔傳輸作業－下傳廠區,Y
ARP115R,已下載,RPG,非營業繳款收入代開傳票還原  2011AR634 1001201,Y
ARP115RS,已下載,RPG,非營業繳款收入代開傳票還原（畫面） 2010AR517,Y
ARP116R1,已下載,RPG,客戶應收應付互抵作業 - 應收金額處理,Y
ARP116R2,已下載,RPG,客戶應收應付互抵作業 - 應付金額處理,Y
ARP117RS,已下載,RPG,新桃工程自用發票開立作業（畫面）,Y
ARP117R1,已下載,RPG,新桃工程自用發票開立挑選資料,Y
ARP117R2,已下載,RPG,新桃工程自用發票開立作業,Y
ARP118R1,已下載,RPG,新桃工程自用發票申請挑選資料,Y
ARP118R2,已下載,RPG,新桃工程自用發票申請下載處理  2015AR953 1041112,Y
ARP119R,已下載,RPG,票據退回收入傳票代開－暫收其他 2018AR1159 1070502,Y
ARP119RS,已下載,RPG,票據退回收入傳票代開－暫收其他（畫面） 2010AR517,Y
ARP120RS,已下載,RPG,獎勵金製票代開處理報表 ( 畫面 ) 2012AR641 1010210,Y
ARP120R0,已下載,RPG,獎勵金製票代開處理報表 ( 刪除己產生資料 ) AR641,Y
ARP120R1,已下載,RPG,獎勵金價格補助處理報表─價格補助  1050201 S00WCJ,Y
ARP120R2,已下載,RPG,獎勵金價格補助處理報表─獎勵金一  1050201 S00WCJ,Y
ARP120R3,已下載,RPG,獎勵金價格補助處理報表─特別補助  1050201 S00WCJ,Y
ARP121R,已下載,RPG,獎勵金製票代開 2012AR641 1010221 S00WCJ,Y
ARP121RS,已下載,RPG,獎勵金製票代開 2012AR641 1010220 S00WCJ,Y
ARP122R,已下載,RPG,折扣折讓磅單分攤檔傳輸作業  台北抓廠區 1061226,Y
ARP122RA,已下載,RPG,折扣折讓磅單分攤檔傳輸作業  廠區 ONLY 1061226,Y
ARP125R,已下載,RPG,折讓單沖銷檔傳輸作業  台北抓廠區 2014TQ845,Y
ARP125RA,已下載,RPG,折讓單沖銷檔傳輸作業  廠區 ONLY 2014AR845,Y
ARP126R,已下載,RPG,加工收入代開傳票 2018AR1144 1070321 S00WCJ,Y
ARP126RS,已下載,RPG,加工收入代開傳票（畫面） 2018AR1144 1070323,Y
ARP127R,已下載,RPG,加工收入代開傳票還原  2018AR1144 1070322 S00WCJ,Y
ARP127RS,已下載,RPG,加工收入代開傳票還原（畫面） 2018AR1144 1070322,Y
ARP130R,已下載,RPG,空白發票上送電子發票介面檔 1080509 S00WCJ,Y
ARP130RS,已下載,RPG,空白發票上送電子發票介面檔 ( 畫面 ) 1080509,Y
ARP131RA,已下載,RPG,INEDIN 電子發票作廢介面檔─ＡＣＤ處理 2018AR1162,Y
ARP131RB,已下載,RPG,INEDIN 電子發票作廢介面檔─抓廠區  2018AR1162,Y
ARP131RD,已下載,RPG,INEDIN 電子發票作廢介面─ＡＣＤ處理台北 2018AR1162,Y
ARP132RA,已下載,RPG,INEDTL 電子發票明檔介面檔─ＡＣＤ處理 2018AR1162,Y
ARP132RB,已下載,RPG,INEDTL 電子發票明細介面檔─抓廠區  2018AR1162,Y
ARP132RD,已下載,RPG,INEDTL 電子發票明細介面─ＡＣＤ處理台北 2018AR1162,Y
ARP133RA,已下載,RPG,INEMST 電子發票主檔介面檔─ＡＣＤ處理 2018AR00038,Y
ARP133RB,已下載,RPG,INEMST 電子發票主檔介面檔─抓廠區  2018AR00038,Y
ARP133RD,已下載,RPG,INEMST 電子發票主檔介面─ＡＣＤ處理台北 2018AR1162,Y
ARP134RA,已下載,RPG,INETRN 電子發票折讓介面檔─ＡＣＤ處理 1071224,Y
ARP134RB,已下載,RPG,INETRN 電子發票折讓介面檔─抓廠區 1071224 S00WCJ,Y
ARP134RD,已下載,RPG,INETRN 電子發票折讓介面─ＡＣＤ處理台北 2018AR1162,Y
ARP135RA,已下載,RPG,INENRB 電子發票分支機構配號─ＡＣＤ處理 2018AR1162,Y
ARP135RB,已下載,RPG,INENRB 電子發票分支機構配號─抓廠區  2018AR1162,Y
ARP135RD,已下載,RPG,INENRB 電子發票配號檔─ＡＣＤ處理台北 2018AR1162,Y
ARP136RA,已下載,RPG,INENBU 電子發票空白字軌檔─ＡＣＤ處理 2018AR1162,Y
ARP136RB,已下載,RPG,INENBU 電子發票空白字軌檔─抓廠區  2018AR1162,Y
ARP136RD,已下載,RPG,INENBU 電子發票空白字軌─ＡＣＤ處理台北 2018AR1162,Y
ARP137RA,已下載,RPG,台北 INEMST ---> INEMSTT  1120411 S00WCJ,Y
ARP137RC,已下載,RPG,台北 INEMSTT ->  桃園  高雄  苗栗 INEMST 1080509,Y
ARP138RA,已下載,RPG,台北 INEDTL ---> INEDTLT  1120411 S00WCJ,Y
ARP138RC,已下載,RPG,台北 INEDTLT ->  桃園  高雄  苗栗 INEDTL 1080509,Y
ARP139RA,已下載,RPG,台北 INEDIN ---> INEDINT  1120411 S00WCJ,Y
ARP139RC,已下載,RPG,台北 INEDINT ->  桃園  高雄  苗栗 INEDIN 1080509,Y
ARP140RA,已下載,RPG,台北 INETRN ---> INETRNT  1120411 S00WCJ,Y
ARP140RC,已下載,RPG,台北 INETRNT ->  桃園  高雄   INETRN 1080509,Y
ARP142RA,已下載,RPG,台北 INENRB ---> INENRBT  2023AR00006 1120202,Y
ARP142RC,已下載,RPG,台北 INENRBT ->  桃園  苗栗  高雄 INENRB 1AR00047,Y
ARP143RA,已下載,RPG,台北 INENBU ---> INENBUT  2022AR00006 1110119,Y
ARP143RC,已下載,RPG,台北 INENBUT ->  桃園  高雄  苗栗 INENBU 1080509,Y
ARP145RA,已下載,RPG,台北 INESEQ ---> INESEQT  2023AR00006 1120202,Y
ARP145RC,已下載,RPG,台北 INESEQT ->  桃園  苗栗  高雄 INESEQ 1AR00047,Y
ARP150R,已下載,RPG,型鋼折讓單資料上傳處理作業 1131004 S00WCJ,Y
ARP150R1,已下載,RPG,型鋼折讓單資料上傳處理電子發票介面檔 2022AR00044,Y
ARP152RS,已下載,RPG,指定調整單發票開立作業 ( 畫面 ) 2021AR00020,Y
ARP155R,已下載,RPG,型鋼外銷繳款金額統計 2024AR00033 1131225 S00CCH,Y
ARP155RA,已下載,RPG,型鋼外銷繳款金額統計,Y
ARP155RB,已下載,RPG,型鋼外銷繳款金額統計先期處理 2024AR00033 1131004,Y
ARP201R,已下載,RPG,外銷報關記錄介面傳輸 ARCINI->ARCINV 2017AR1082,Y
ARP202R,已下載,RPG,訂單管制介面傳輸 ARODCI->ARODCT 2022AR00008,Y
ARP203R,已下載,RPG,業務員基本資料介面傳輸 ARSAII->ARSAID 2023AR00043,Y
ARP290R1,已下載,RPG,ARP290P1(CALL HOYA 傳送郵件 ) FROM HSP930R1,Y
ARP900R1,已下載,RPG,修正客戶簡稱 (CBCUST),Y
ARP900R2,已下載,RPG,修正客戶簡稱 (TRNDTL),Y
ARP900R3,已下載,RPG,修正客戶簡稱 (INVMST),Y
ARP901R1,已下載,RPG,修正客戶代號及簡稱 (TRNDTL),Y
ARP901R2,已下載,RPG,"修正客戶代號及簡稱 (ARSTAT) FOR CCLIB,DALIB",Y
ARP901R3,已下載,RPG,修正客戶代號 (SARCVF),Y
ARP901R4,已下載,RPG,修正客戶代號 (RCVDTL),Y
ARP901R5,已下載,RPG,修正客戶代號及簡稱 (LLCMST),Y
ARP901R6,已下載,RPG,修正客戶代號及簡稱 (LLCMDL),Y
ARP902R1,已下載,RPG,修正銷貨明細檔之入帳日期 (999999 -> 99999999),Y
ARP902R2,已下載,RPG,修正銷貨明細檔之四碼保留年月為六碼,Y
ARP902R3,已下載,RPG,修正發票明細檔之入帳日期 (999999 -> 99999999),Y
ARP902R4,已下載,RPG,修正發票明細檔之四碼保留年月為五碼,Y
ARP902R5,已下載,RPG,修正進倉明細檔之入帳日期 (999999 -> 99999999),Y
ARP904R1,已下載,RPG,修正銷貨明細檔之入帳日期 (999999 -> 99999999),Y
ARP905R,已下載,RPG,修正ＧＥＮＳＥＱ發票字軌年月,Y
ARQ001R,已下載,RPG,訂單應收帳款發票查詢 1090812 S00WCJ,Y
ARQ002R,已下載,RPG,客戶訂單別應收帳款查詢,Y
ARQ003R,已下載,RPG,預收貨款餘額查詢   2012AR682 1010921 S00WCJ,Y
ARQ004R,已下載,RPG,客戶別請、領款查詢   2010AR517  990831,Y
ARQ011R,已下載,RPG,客戶別票據查詢   2012AR682 1010921  S00WCJ,Y
ARQ012R,已下載,RPG,到期日票據查詢  2012AR682 1010921 S00WCJ,Y
ARQ013R,已下載,RPG,票據兌現查詢   2012AR682 1010924 S00WCJ,Y
ARQ014R,已下載,RPG,銷貨帳款應收查詢作業                       ?.....,Y
ARQ015R,已下載,RPG,客戶繳款應轉暫收額度計算程式   1020926 S00WCJ,Y
ARQ016R,已下載,RPG,客戶暫收款查詢程式（營業） 2023AR00045 1121024,Y
ARQ017R,已下載,RPG,發票別出貨明細查詢─ＦＯＲ型鋼（畫面）,Y
ARQ017RS,已下載,RPG,發票別出貨明細查詢─ＦＯＲ型鋼（檢核）,Y
ARQ017R1,已下載,RPG,發票別出貨明細查詢─ＦＯＲ型鋼（先前處理） AR958,Y
ARQ017R2,已下載,RPG,發票別出貨明細查詢─ＦＯＲ型鋼（出表）,Y
ARQ018R,已下載,RPG,銷貨折讓發票資料查詢,Y
ARRETNCVTR,已下載,RPG,ARRETN#ACNO ANACNO( 會計科目轉換 4->6)  2012AR704,Y
ARR001R,已下載,RPG,列印請款單（出表） 2010AR517 990831,Y
ARR001RA,已下載,RPG,列印請款單－電腦傳真（畫面）,Y
ARR001RB,已下載,RPG,列印請款單－電腦傳真（出表） 2010AR517 990831,Y
ARR001RS,已下載,RPG,列印請款單（畫面）,Y
ARR001R1,已下載,RPG,列印請款單（前期處理） 1110427 S00WCJ,Y
ARR001R2,已下載,RPG,列印請款單（出表） 1130327 S00WCJ,Y
ARR001R2T,已下載,RPG,列印請款單（出表）,Y
ARR001R2X,已下載,RPG,列印請款單─電腦傳真（出表）,Y
ARR001R3,已下載,RPG,列印請款單─應收承購（出表）,Y
ARR001R4,已下載,RPG,列印請款單（前期處理）－工地地點 1130327 S00WCJ,Y
ARR001R5,已下載,RPG,請款單（記錄磅單區間日期 ) 1040325 S00WCJ,Y
ARR002R,已下載,RPG,列印未請款明細表   2010AR517 990831,Y
ARR002RC,已下載,RPG,比較各廠區未沖完發票處理程式               no use,Y
ARR002RS,已下載,RPG,列印未請款明細表（畫面）,Y
ARR003R,已下載,RPG,預收貨款餘額明細表  2010AR517  990831,Y
ARR003RS,已下載,RPG,預收貨款餘額明細表（畫面）,Y
ARR004R,已下載,RPG,列印訂單餘額表   2010AR517  990831,Y
ARR004RS,已下載,RPG,客戶別訂單餘額明細表（畫面）,Y
ARR005R,已下載,RPG,訂單應收帳款發票明細表  2010AR517  990831,Y
ARR005RS,已下載,RPG,訂單應收帳款發票明細表（畫面）,Y
ARR006R,已下載,RPG,電子計算機統一發票－依發票  2015AR953 1040924,Y
ARR006RS,已下載,RPG,電子計算機統一發票－依發票（畫面）,Y
ARR007R,已下載,RPG,電子計算機統一發票－依日期（全公司通用）  正式,Y
ARR007RK,已下載,RPG,電子計算機統一發票－依日期（高雄特殊）     no use,Y
ARR007RS,已下載,RPG,電子計算機統一發票－依日期（畫面）         no use,Y
ARR007R1,已下載,RPG,電子發票上送介面檔處理程式  1110617 S00WCJ,Y
ARR007R2,已下載,RPG,電子發票跨廠區列印處理程式  1080509 S00WCJ,Y
ARR008R,已下載,RPG,應收帳款明細表（含未開發票） 2010AR517  990831,Y
ARR008RS,已下載,RPG,應收帳款明細表（畫面）,Y
ARR008RT,已下載,RPG,應收帳款明細表（含未開發票）,Y
ARR008R1,已下載,RPG,應收帳款明細表（含未開發票）               no use,Y
ARR009R,已下載,RPG,應收帳款帳齡分析表（含未開發票） 2010AR517 990831,Y
ARR009RS,已下載,RPG,應收帳款帳齡分析表（含未開發票）,Y
ARR010R,已下載,RPG,應收帳款核對表                             no use,Y
ARR010RS,已下載,RPG,應收帳款核對表（畫面）                     no use,Y
ARR011R,已下載,RPG,票據託收明細表 2024AR00005 1130124 S00WCJ,Y
ARR011RS,已下載,RPG,票據託收明細表（畫面） 2024AR00005 1130124 S00WCJ,Y
ARR012R,已下載,RPG,票據兌現日報表   2010AR517  990831 S00WCJ,Y
ARR012RS,已下載,RPG,票據兌現日報表（畫面）  2010AR517  990831 S00WCJ,Y
ARR013R,已下載,RPG,票據異動明細表   2010AR517  990831 S00WCJ,Y
ARR013RS,已下載,RPG,票據異動明細表（畫面） 2010AR517  990831 S00WCJ,Y
ARR014R,已下載,RPG,應收票據明細表（依客戶） 2010AR517  990831 S00WCJ,Y
ARR014RS,已下載,RPG,應收票據明細表（畫面） 2010AR517  990831 S00WCJ,Y
ARR015R,已下載,RPG,保證票據明細表  2010AR517  990831 S00WCJ,Y
ARR015RS,已下載,RPG,保證票據明細表（畫面） 2010AR517  990831 S00WCJ,Y
ARR016R,已下載,RPG,票據票齡分析表  2010AR517  990831 S00WCJ,Y
ARR016RS,已下載,RPG,票據票齡分析表（畫面）,Y
ARR017R,已下載,RPG,應收票據明細表（依日期） 2010AR517 990831 S00WCJ,Y
ARR017RS,已下載,RPG,應收票據明細表（畫面） 2010AR517 990831 S00WCJ,Y
ARR018R,已下載,RPG,當日託收銀行票據明細表   2010AR517  990831 S00WCJ,Y
ARR018RS,已下載,RPG,當日託收銀行票據明細表（畫面） 2010AR517 990831,Y
ARR018R1,已下載,RPG,當日託收銀行票據處理,Y
ARR019R,已下載,RPG,到期日票據明細表    2010AR517  990831 S00WCJ,Y
ARR019RS,已下載,RPG,到期日票據明細表（畫面）  2010AR517 990831 S00WCJ,Y
ARR020R,已下載,RPG,票據資料挑選報表,Y
ARR022R,已下載,RPG,銀行帳戶一覽表  2010AR517 990831 S00WCJ,Y
ARR022RS,已下載,RPG,銀行帳戶一覽表（畫面）,Y
ARR023R,已下載,RPG,銀行代號明稱對照表  2010AR517  990831 S00WCJ   OK,Y
ARR023RS,已下載,RPG,銀行代號名稱對照表（畫面）                     OK,Y
ARR024R,已下載,RPG,資金代號清冊                               no use,Y
ARR024RS,已下載,RPG,資金代號名稱對照表（畫面）                 no use,Y
ARR030R,已下載,RPG,預收貨款兌現明細表                         no use,Y
ARR031R,已下載,RPG,客戶請領款提示表   2010AR517 990831 S00WCJ,Y
ARR031RS,已下載,RPG,列印客戶請領款提示表（畫面） 2010AR517 990831,Y
ARR032R,已下載,RPG,銷項統一發票明細列印 ( 一月一軌 )  2010AR517,Y
ARR032R_B1,已下載,RPG,銷項統一發票明細列印 ( 二月一軌 )              OK,Y
ARR032RO,已下載,RPG,銷項統一發票明細列印                       no use,Y
ARR032RS,已下載,RPG,預收貨款餘額明細表（畫面）  2010AR517 990831,Y
ARR032RX,已下載,RPG,銷項統一發票明細列印 ( 一月一軌 )  年月六碼 AR517,Y
ARR033R,已下載,RPG,營業人銷貨退回或折讓證明單列印  1050413 S00WCJ,Y
ARR033RS,已下載,RPG,列印折讓證明單（畫面） 2018AR00029 1071116,Y
ARR033R1,已下載,RPG,折讓單依鋼種尺寸長度分攤檢核表  2017AR10,Y
ARR034R,已下載,RPG,銷貨調整通知單明細表  2019AR00057 1080823 S00WCJ,Y
ARR034RS,已下載,RPG,銷貨調整通知單明細表（畫面）  2010AR517 990831,Y
ARR035R,已下載,RPG,當月開立發票明細表 2022AR00013 1110316 S00WCJ,Y
ARR035RS,已下載,RPG,當月開立發票明細表（畫面） 2023AR00022 1120503,Y
ARR036R,已下載,RPG,未開立發票明細表            OLD VERSION    no use,Y
ARR036RA,已下載,RPG,未開立發票明細表（挑資料）  OLD VERSION    no use,Y
ARR036RB,已下載,RPG,未開立發票明細表,Y
ARR036RN,已下載,RPG,未開立發票明細表 1121120 S00WCJ,Y
ARR036RS,已下載,RPG,未開立發票明細表（畫面）    OLD VERSION    no use,Y
ARR036RX,已下載,RPG,未開立發票明細表  2023AR00029 1120515 S00WCJ,Y
ARR038R,已下載,RPG,折讓開立未簽回明細表  2023AR00037 1120809 S00WCJ,Y
ARR038RS,已下載,RPG,折讓開立未簽回明細表（畫面） 2013AR730 1020222,Y
ARR039R,已下載,RPG,出貨日報表－代傳票  2022AR00011 1110222 S00WCJ,Y
ARR039RH,已下載,RPG,出貨日報表－代傳票 ( 型鋼，槽鋼 )  2010AR517,Y
ARR039RS,已下載,RPG,出貨日報表－代傳票（畫面）,Y
ARR039RSU,已下載,RPG,出貨日報表－代傳票（畫面） 2010AR530 991011    .,Y
ARR039RU,已下載,RPG,出貨日報表－代傳票  2019AR00057 1080826 S00WCJ,Y
ARR039RX,已下載,RPG,出貨日報表－代傳票 ( 槽鋼 ) 920102 合併型鋼槽鋼,Y
ARR040R,已下載,RPG,發票作廢明細表  1100127 S00WCJ,Y
ARR040RS,已下載,RPG,發票作廢明細表（畫面）                         OK,Y
ARR041R,已下載,RPG,收款明細表   2010AR517  990901 S00WCJ,Y
ARR041RS,已下載,RPG,收款明細表（畫面）   2010AR517  990901  S00WCJ,Y
ARR042R,已下載,RPG,收款沖銷明細表   2010AR517  990901  S00WCJ,Y
ARR042RS,已下載,RPG,收款沖銷明細表（畫面） 2010AR517  990901 S00WCJ,Y
ARR043RS,已下載,RPG,應收帳款及未兌現票據明細表（畫面） 1090410 S00WCJ,Y
ARR043R1,已下載,RPG,應收帳款及未沖銷明細表（不依請款單） 2018AR1134,Y
ARR043R2,已下載,RPG,應收帳款及未沖銷明細表（依請款單） 2018AR1134,Y
ARR044R,已下載,RPG,發票作廢統計表  2010AR517  990901 S00WCJ,Y
ARR044RS,已下載,RPG,發票作廢統計表（畫面） 2010AR517  990902 S00WCJ,Y
ARR045R,已下載,RPG,預收票據未兌現明細表（依客戶）             no use,Y
ARR045RS,已下載,RPG,預收票據未兌現明細表（畫面）               no use,Y
ARR046R,已下載,RPG,預收貨款未繳款及未兌現明細表               no use,Y
ARR046RS,已下載,RPG,預收貨款未繳款及未兌現明細表（畫面）       no use,Y
ARR047R,已下載,RPG,票據票期分析表   2010AR517  990902  S00WCJ,Y
ARR047RS,已下載,RPG,票據票期分析表（畫面） 2010AR517  990902 S00WCJ,Y
ARR048RS,已下載,RPG,預收票據票期分析表（畫面）                     OK,Y
ARR049R,已下載,RPG,發票開立與銷貨收入差異表                   no use,Y
ARR049RS,已下載,RPG,發票開立與磅單差異表（畫面）                   OK,Y
ARR051R,已下載,RPG,折讓開立簽回明細表  1081003 S00WCJ,Y
ARR051RS,已下載,RPG,折讓開立簽回明細表（畫面） 1090811 S00WCJ,Y
ARR051RX,已下載,RPG,折讓開立簽回明細表,Y
ARR051RY,已下載,RPG,折讓開立簽回明細（整月）反傾銷專用             no,Y
ARR051R0,已下載,RPG,折讓開立簽回明細表（整月分類）,Y
ARR051R1,已下載,RPG,折讓開立簽回彙總表  2019AR00051 1080722 S00WCJ,Y
ARR051R2,已下載,RPG,折讓開立簽回彙總表 ( 先前處理 ),Y
ARR052R,已下載,RPG,銷貨彙總表  2015AR953 1041001 S00WCJ,Y
ARR052RC,已下載,RPG,銷貨彙總表先期處理  1110407 S00WCJ,Y
ARR052RS,已下載,RPG,銷貨彙總表（畫面） 2023AR00022 1120503 S00WCJ,Y
ARR052RX,已下載,RPG,銷貨彙總表先期處理,Y
ARR054R,已下載,RPG,應收帳款明細表（會計用）排除催收款 2010AR517,Y
ARR054RS,已下載,RPG,應收帳款明細表（畫面）                         OK,Y
ARR055RS,已下載,RPG,部門別繳款明細表（業務）（畫面） 2010AR517 990902,Y
ARR055R1,已下載,RPG,部門別繳款明細表（日期） 2010AR517 990902 S00WCJ,Y
ARR055R2,已下載,RPG,部門別繳款明細表（業務）  2010AR517  990902,Y
ARR055R3,已下載,RPG,部門別繳款明細表（客戶）  2010AR517 990902 S00WCJ,Y
ARR055R4,已下載,RPG,部門別繳款明細表（日期）  2010AR517 990902 S00WCJ,Y
ARR056R,已下載,RPG,未開發票磅單明細表                         no use,Y
ARR056RS,已下載,RPG,未開發票磅單明細表（畫面）                 no use,Y
ARR057R,已下載,RPG,預收貨款減項明細表                         no use,Y
ARR057RC,已下載,RPG,預收貨款減項明細                           no use,Y
ARR058R,已下載,RPG,臨時報表                                   no use,Y
ARR061R,已下載,RPG,逾齡應收帳款明細表                             OK,Y
ARR061RA,已下載,RPG,逾齡應收帳款明細表─出表  1030121 S00WCJ,Y
ARR061RB,已下載,RPG,逾齡應收帳款明細表─出表  1021210 S00WCJ      OK,Y
ARR062R,已下載,RPG,客戶出貨折讓明細表   2015AR953 1041001 S00WCJ,Y
ARR062RA,已下載,RPG,銷貨折讓傳票代開先期處理                       OK,Y
ARR063R,已下載,RPG,發票列印檢核表                             no use,Y
ARR064R,已下載,RPG,每月開立發票彙總表                         no use,Y
ARR065R,已下載,RPG,工程合約報表 ( 組立加工 )                      OK,Y
ARR065R1,已下載,RPG,工程合約銷貨明細表                         no use,Y
ARR065R2,已下載,RPG,工程合約開立發票明細表                     no use,Y
ARR068R,已下載,RPG,訂單別繳款明細表  列印報表  1001006 S00WCJ,Y
ARR068RS,已下載,RPG,訂單別繳款明細表 ( 畫面主程式 )  2010AR517 990903,Y
ARR069RA,已下載,RPG,訂單別出貨及發票明細表 FOR DOWNLOAD,Y
